"スポットBASE_ID","スポットLOG_ID","分類コード","ジャンル1","ジャンル2","ジャンル3","ジャンル4","ジャンル5","ジャンル6","スポット名","スポット名カナ","エリア","郵便番号","都道府県","市区町村","町域","丁目","番地","号","建物名","電話番号","FAX","URL","世界測地_緯度","世界測地_経度","営業時間","定休日","紹介メニュー1","紹介メニュー2","紹介メニュー3","紹介メニュー4","紹介メニュー5","紹介者1","紹介者2","紹介者3","紹介者4","紹介者5","スポット概要","紹介状況","駐車場","台数","座席数","予約","禁煙席","カード使用可","ビザ","マスターカード","アメックス","JCB","他","ヤフー地図サイトURL","ヤフートラベルURL","楽天トラベルURL","じゃらんURL","番組LOG_ID","サービスID","放送局","番組開始日時24","番組終了日時24","番組開始日時28","番組終了日時28","番組名","番組ジャンル","シーンID","シーン開始日時24","シーン終了日時24","シーン開始日時28","シーン終了日時28","シーン放送時間","分類","ヘッドライン","スポット露出開始時間24","スポット露出開始時間28","スポットLOG作成日時","スポットLOG更新日時","有効_無効フラグ"
"10167925","4311745","1612","店舗","デパート・スーパー","専門店","","","","ＢＥＮＥ・ＲＥＧＡＬＯ・代々木店","ベーネレガーロヨヨギテン","関東","1510053","東京都","渋谷区","代々木","1","16","1","1階","0363009465","","https://bene-regalo.com/","35.681031","139.700296","","","「生チョコティラミス」（2000円）","「ティラミスマカロン」（2000円）","「ペアリングティラミス・ゴーダチーズ×キリマンジャロ産コーヒー」（900円）","「ねぎとろ軍艦風ティラミス・2貫」（700円）","「ダブルティラミスジェラート」（800円）","入江美沙希","","","","","ティラミスの専門店です。","絶品のティラミスを特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.68106&lon=139.70030&zoom=18&maptype=basic","","","","33528626","0420","CX","2024-12-06 05:25:00","2024-12-06 08:00:00","2024-12-06 05:25:00","2024-12-06 08:00:00","めざましテレビ","情報/ワイドショー B","465249309","2024-12-06 06:50:09","2024-12-06 06:53:40","2024-12-06 06:50:09","2024-12-06 06:53:40","00:03:31","暮らし","＜イマドキ＞スイート＆ビターの幸せ・とろける絶品ティラミス","2024-12-06 06:51:26","2024-12-06 06:51:26","2024/12/06 07:11:19","2024/12/06 10:54:44","0"
"10191721","4311747","1612","店舗","デパート・スーパー","専門店","","","","東京ミルクチーズ工場・ルミネエスト新宿店","トウキョウミルクチーズコウジョウルミネエストシンジュクテン","関東","1600022","東京都","新宿区","新宿","3","38","1","ルミネエスト新宿1階","0353150305","","https://sucreyshopping.jp/tokyomilkcheese/about","35.691252","139.701129","11:00～20:00","","「ＣｏｗＣｏｗ・サンデースペシャルティラミス」（700円※期間限定）","","","","","入江美沙希","","","","","厳選したミルクや良質なチーズを使用したスイーツを販売しているお店です。","絶品のティラミスを特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.69128&lon=139.70112&zoom=17&maptype=basic","","","","33528626","0420","CX","2024-12-06 05:25:00","2024-12-06 08:00:00","2024-12-06 05:25:00","2024-12-06 08:00:00","めざましテレビ","情報/ワイドショー B","465249309","2024-12-06 06:50:09","2024-12-06 06:53:40","2024-12-06 06:50:09","2024-12-06 06:53:40","00:03:31","暮らし","＜イマドキ＞スイート＆ビターの幸せ・とろける絶品ティラミス","2024-12-06 06:52:16","2024-12-06 06:52:16","2024/12/06 07:17:31","2024/12/06 10:54:45","0"
"10118574","4311748","1612","店舗","デパート・スーパー","専門店","","","","ＢＯＵＬ’ＡＮＧＥ・渋谷・東急フードショー店","ブールアンジュシブヤトウキュウフードショーテン","関東","1500043","東京都","渋谷区","道玄坂","1","12","1","渋谷東急フードショー1階","0334774747","","https://www.baycrews.co.jp/","35.657978","139.69827","10:00～21:00","不定休","「ティラミスクロワッサン」（454円※期間限定）","","","","","入江美沙希","","","","","フランス伝統の技術をベースにし、素材にこだわった焼きたてのパンを販売しているベーカリーショップです。","絶品のティラミスを特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.65800&lon=139.69827&zoom=17&maptype=basic","","","","33528626","0420","CX","2024-12-06 05:25:00","2024-12-06 08:00:00","2024-12-06 05:25:00","2024-12-06 08:00:00","めざましテレビ","情報/ワイドショー B","465249309","2024-12-06 06:50:09","2024-12-06 06:53:40","2024-12-06 06:50:09","2024-12-06 06:53:40","00:03:31","暮らし","＜イマドキ＞スイート＆ビターの幸せ・とろける絶品ティラミス","2024-12-06 06:52:54","2024-12-06 06:52:54","2024/12/06 07:20:09","2024/12/06 10:54:45","0"
"1396759","4311763","1601","店舗","アミューズメント","遊園地・テーマパーク","","","","東京ディズニーランド","トウキョウディズニーランド","関東","2790031","千葉県","浦安市","舞浜","","1","1","","05030902613","","https://www.tokyodisneyresort.jp/","35.632512","139.881339","","","","","","","","","","","","","様々なアトラクションやイベント、物販・飲食店などが楽しめる大型テーマパークです。","大型テーマパークのクリスマスイベントの様子を特集した中で紹介されました。","1","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.63255&lon=139.88133&zoom=17&maptype=basic","","","","33528626","0420","CX","2024-12-06 05:25:00","2024-12-06 08:00:00","2024-12-06 05:25:00","2024-12-06 08:00:00","めざましテレビ","情報/ワイドショー B","465249741","2024-12-06 07:15:42","2024-12-06 07:21:24","2024-12-06 07:15:42","2024-12-06 07:21:24","00:05:42","ビジネス","東京ディズニーシー・クリスマスイベント開催中","2024-12-06 07:17:17","2024-12-06 07:17:17","2024/12/06 07:42:25","2024/12/06 10:54:50","0"
"10179670","4311773","1610","店舗","デパート・スーパー","スーパー","","","","ベルク・練馬高松店","ベルクネリマタカマツテン","関東","1790075","東京都","練馬区","高松","3","6","4","","0359875071","","https://new.belc.jp/","35.747551","139.626049","09:00～翌00:00","","","","","","","長尾謙杜（なにわ男子）","","","","","スーパーマーケットです。","手軽に本格料理を味わうなら「シーズニング派」か「レトルト派」か特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.74758&lon=139.62605&zoom=17&maptype=basic","","","","33528626","0420","CX","2024-12-06 05:25:00","2024-12-06 08:00:00","2024-12-06 05:25:00","2024-12-06 08:00:00","めざましテレビ","情報/ワイドショー B","465249925","2024-12-06 07:28:43","2024-12-06 07:36:11","2024-12-06 07:28:43","2024-12-06 07:36:11","00:07:28","暮らし","＜なにわ男子のどっち派！？＞手軽に本格料理を味わうなら「シーズニング派」「レトルト派」","2024-12-06 07:28:56","2024-12-06 07:28:56","2024/12/06 07:58:18","2024/12/06 10:54:52","0"
"10168450","4311782","1610","店舗","デパート・スーパー","スーパー","","","","業務スーパー・横浜いずみ店","ギョウムスーパーヨコハマイズミテン","関東","2450016","神奈川県","横浜市泉区","和泉町","","7405","11","","0453033339","0453033340","https://www.gyomusuper.jp/","35.44247","139.488352","09:00～21:00","","","","","","","長尾謙杜（なにわ男子）","","","","","業務用食品を販売しているスーパーです。","手軽に本格料理を味わうなら「シーズニング派」か「レトルト派」か特集した中で紹介されました。","1","","","","","1","1","1","","1","1","https://map.yahoo.co.jp/place?lat=35.44251&lon=139.48834&zoom=17&maptype=basic","","","","33528626","0420","CX","2024-12-06 05:25:00","2024-12-06 08:00:00","2024-12-06 05:25:00","2024-12-06 08:00:00","めざましテレビ","情報/ワイドショー B","465249925","2024-12-06 07:28:43","2024-12-06 07:36:11","2024-12-06 07:28:43","2024-12-06 07:36:11","00:07:28","暮らし","＜なにわ男子のどっち派！？＞手軽に本格料理を味わうなら「シーズニング派」「レトルト派」","2024-12-06 07:31:06","2024-12-06 07:31:06","2024/12/06 08:30:11","2024/12/06 10:54:54","0"
"10175260","4312035","1609","店舗","デパート・スーパー","デパート・百貨店","","","","東急プラザ原宿「ハラカド」","トウキュウプラザハラジュクハラカド","関東","1500001","東京都","渋谷区","神宮前","6","31","21","原宿スクエア内","0364279634","","https://www.tokyu-plaza.com/","35.668366","139.704769","施設・店舗により異なる","1月1日、不定休","","","","","","","","","","","ショップ、飲食店、銭湯などが入った商業施設です。","ゲストが一番食べたいスイーツを当てるコーナーの中で、原宿にある商業施設と紹介されました。","1","","","","","1","1","1","1","1","1","https://map.yahoo.co.jp/place?lat=35.66838&lon=139.70476&zoom=17&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465255840","2024-12-06 19:16:47","2024-12-06 19:27:11","2024-12-06 19:16:47","2024-12-06 19:27:11","00:10:24","文化・芸能","＜究極のどっちなの？こっちなの？あっちなの？選手権＞米倉涼子さんが今食べたい物を当てろ！・１","2024-12-06 19:17:13","2024-12-06 19:17:13","2024/12/06 19:17:29","2024/12/06 23:04:11","0"
"10177310","4312036","1549","店舗","飲食店","カフェ、スイーツ","スイーツ、甘味","","","アンジェリーナ・東急プラザ原宿「ハラカド」店","アンジェリーナトウキュウプラザハラジュクハラカドテン","関東","1500001","東京都","渋谷区","神宮前","6","31","21","東急プラザ原宿「ハラカド」2階","0364271540","","https://www.angelina-japan.com/","35.668366","139.704769","11:00～20:00","施設に準ずる","「ショコラショー」（1300円）","「アボカドブリオッシュトースト」（2300円）","「モンブラン（デミサイズ）」（790円／テイクアウト時）","","","","","","","","1903年に創業したフランス・パリのサロン・ド・テです。","ゲストが一番食べたいスイーツを当てるコーナーの中で、フランス・パリの老舗ティーサロンと紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.66838&lon=139.70476&zoom=17&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465255840","2024-12-06 19:16:47","2024-12-06 19:27:11","2024-12-06 19:16:47","2024-12-06 19:27:11","00:10:24","文化・芸能","＜究極のどっちなの？こっちなの？あっちなの？選手権＞米倉涼子さんが今食べたい物を当てろ！・１","2024-12-06 19:17:23","2024-12-06 19:17:23","2024/12/06 19:18:26","2024/12/06 23:04:13","0"
"1386509","4312037","1612","店舗","デパート・スーパー","専門店","","","","フィオレンティーナ・ペストリーブティック","フィオレンティーナペストリーブティック","関東","1060032","東京都","港区","六本木","6","10","3","グランド・ハイアット・東京・1階（ロビーフロア）","0343338713","","https://www.tokyo.grand.hyatt.co.jp/","35.659867","139.728267","09:00～21:30（ケーキ・タルトの販売は10:00～）","","「モンテビアンコ・ジャポネーゼ」（750円）","","","","","","","","","","イタリアンカフェに併設されたスイーツショップです。ケーキ、タルト、焼きたてのパンなどを販売しています。","ゲストが一番食べたいスイーツを当てるコーナーの中で、出演者が好きなお店と紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.65988&lon=139.72826&zoom=17&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465255840","2024-12-06 19:16:47","2024-12-06 19:27:11","2024-12-06 19:16:47","2024-12-06 19:27:11","00:10:24","文化・芸能","＜究極のどっちなの？こっちなの？あっちなの？選手権＞米倉涼子さんが今食べたい物を当てろ！・１","2024-12-06 19:22:31","2024-12-06 19:22:31","2024/12/06 19:29:36","2024/12/06 23:04:15","0"
"10191754","4312039","1549","店舗","飲食店","カフェ、スイーツ","スイーツ、甘味","","","門藤・岡山店","カドフジオカヤマテン","中国","7092117","岡山県","岡山市北区","御津野々口","","194","1","","0862805217","","https://www.warabimochi-kadofuji.com/","34.762029","133.927179","3月～10月11:00～18:00、11月～2月11:00～17:00","年中無休","「筥ぜいみ」（1850円）","","","","","","","","","","わらび餅専門店です。","ゲストが一番食べたいスイーツを当てるコーナーの中で、全国に12店舗を展開するわらび餅専門店と紹介されました。","1","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=34.76204&lon=133.92722&zoom=17&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465255840","2024-12-06 19:16:47","2024-12-06 19:27:11","2024-12-06 19:16:47","2024-12-06 19:27:11","00:10:24","文化・芸能","＜究極のどっちなの？こっちなの？あっちなの？選手権＞米倉涼子さんが今食べたい物を当てろ！・１","2024-12-06 19:24:09","2024-12-06 19:24:09","2024/12/06 19:36:03","2024/12/06 23:04:18","0"
"654115","4312041","1512","店舗","飲食店","和食","うどん、そば、丼、すし","","","利庵","トシアン","関東","1080071","東京都","港区","白金台","5","17","2","","0334441741","","","35.637536","139.723463","","","「わらびもち」（600円）","","","","","","","","","","蕎麦店です。","ゲストが一番食べたいスイーツを当てるコーナーの中で、出演者が好きなわらび餅がある蕎麦店と紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.63755&lon=139.72345&zoom=17&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465255915","2024-12-06 19:29:41","2024-12-06 19:40:45","2024-12-06 19:29:41","2024-12-06 19:40:45","00:11:04","文化・芸能","＜究極のどっちなの？こっちなの？あっちなの？選手権＞米倉涼子さんが今食べたい物を当てろ！・２","2024-12-06 19:34:34","2024-12-06 19:34:34","2024/12/06 19:46:06","2024/12/06 23:04:20","0"
"1391144","4312042","1562","店舗","飲食店","その他","その他","","","千疋屋総本店・日本橋本店","センビキヤソウホンテンニホンバシホンテン","関東","1030022","東京都","中央区","日本橋室町","2","1","2","日本橋三井タワー内","0332410877","0332411449","https://www.sembikiya.co.jp/","35.686838","139.773123","店舗により異なる","不定休（元旦）","「スペシャル・ルビーグレープフルーツジェリー」（972円）","","","","","","","","","","天保5年（1834年）創業の果物店です。レストランやフルーツパーラーを併設しています。","ゲストが一番食べたいスイーツを当てるコーナーの中で、高級フルーツの専門店と紹介されました。","0","","","0","","","","","","","","https://map.yahoo.co.jp/place?lat=35.68687&lon=139.77311&zoom=18&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465255915","2024-12-06 19:29:41","2024-12-06 19:40:45","2024-12-06 19:29:41","2024-12-06 19:40:45","00:11:04","文化・芸能","＜究極のどっちなの？こっちなの？あっちなの？選手権＞米倉涼子さんが今食べたい物を当てろ！・２","2024-12-06 19:37:26","2024-12-06 19:37:26","2024/12/06 19:50:37","2024/12/06 23:04:22","0"
"10142939","4312045","1612","店舗","デパート・スーパー","専門店","","","","ぱん士郎・帝塚山・なんば道頓堀店","パンシロウテヅカヤマナンバドウトンボリテン","近畿","5420071","大阪府","大阪市中央区","道頓堀","1","10","7","ＷＥＥＤ21ビル1階","","","http://www.panshirou.com/","34.668816","135.500608","12:00～22:00（20:00分の売り切れ次第終了）","不定休","「本食ぱん・角」（980円）","","","","","","","","","","国産厳選素材のみで作られたパンを販売している専門店です。","ゲストが差し入れしたパンについてトークした中で、関西にあるパン屋と紹介されました。","","","","0","","","","","","","","https://map.yahoo.co.jp/place?lat=34.66884&lon=135.50063&zoom=17&maptype=basic","","","","33528828","0428","EX","2024-12-06 18:50:00","2024-12-06 20:00:00","2024-12-06 18:50:00","2024-12-06 20:00:00","ザワつく！金曜日","バラエティー C","465256051","2024-12-06 19:54:00","2024-12-06 20:00:00","2024-12-06 19:54:00","2024-12-06 20:00:00","00:06:00","文化・芸能","「ドクタ－Ｘ」を何度も見返している一茂さん","2024-12-06 19:59:06","2024-12-06 19:59:06","2024/12/06 20:04:09","2024/12/06 23:04:25","0"
"1358244","4311944","1684","店舗","レジャー","温泉・公共浴場","銭湯","","","稲荷湯","イナリユ","関東","1140023","東京都","北区","滝野川","6","27","14","","0339160523","","https://takinogawa-inariyu.com/","35.744692","139.72443","15:00～翌00:30","水曜日、月に1度連休あり","「皆様石鹸」（1個330円）","「入浴料」（大人550円／中学生400円／小学生200円）","","","","深沢邦之","","","","","昭和5年（1930年）に建てられた銭湯です。建物は国の登録有形文化財に認定されています。","レトロ銭湯を特集した中で紹介されました。","1","2","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.74471&lon=139.72441&zoom=17&maptype=basic","","","","33528716","0430","TX","2024-12-06 15:40:00","2024-12-06 16:54:00","2024-12-06 15:40:00","2024-12-06 16:54:00","よじごじＤａｙｓ","情報/ワイドショー B","465253876","2024-12-06 15:40:00","2024-12-06 15:41:42","2024-12-06 15:40:00","2024-12-06 15:41:42","00:01:42","暮らし","心も体もあったまる・古き良きレトロ銭湯めぐり","2024-12-06 15:40:19","2024-12-06 15:40:19","2024/12/06 15:46:50","2024/12/06 16:55:56","0"
"10184962","4311947","1550","店舗","飲食店","カフェ、スイーツ","その他","","","稲荷湯長屋","イナリユナガヤ","関東","1140023","東京都","北区","滝野川","6","27","17","","","","https://sento-to-machi.org/","35.744719","139.724541","金土日16:00～20:00（イベントの開催時を除く）","","「米粉マフィンブルーベリー」（380円）","「バナナジュース」（450円）","","","","深沢邦之","","","","","国の登録有形文化財に認定されている二軒長屋を修復・再生した湯上がり処です。","レトロ銭湯を特集した中で紹介されました。","","","","0","","","","","","","","https://map.yahoo.co.jp/place?lat=35.74473&lon=139.72454&zoom=17&maptype=basic","","","","33528716","0430","TX","2024-12-06 15:40:00","2024-12-06 16:54:00","2024-12-06 15:40:00","2024-12-06 16:54:00","よじごじＤａｙｓ","情報/ワイドショー B","465253910","2024-12-06 15:43:13","2024-12-06 15:55:21","2024-12-06 15:43:13","2024-12-06 15:55:21","00:12:08","暮らし","心も体もあったまる・古き良きレトロ銭湯めぐり・東京北区「滝野川稲荷湯」","2024-12-06 15:52:14","2024-12-06 15:52:14","2024/12/06 15:57:01","2024/12/06 16:56:07","0"
"684047","4311948","1684","店舗","レジャー","温泉・公共浴場","銭湯","","","常盤湯","トキワユ","関東","1350006","東京都","江東区","常盤","2","3","8","","0336319649","","","35.684727","139.79701","","","「入浴料」（大人550円／中学生450円／小学生200円）","","","","","佐藤あかり","","","","","2023年3月16日にリニューアルオープンした銭湯です。","レトロ銭湯を特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.68475&lon=139.79699&zoom=19&maptype=basic","","","","33528716","0430","TX","2024-12-06 15:40:00","2024-12-06 16:54:00","2024-12-06 15:40:00","2024-12-06 16:54:00","よじごじＤａｙｓ","情報/ワイドショー B","465254090","2024-12-06 15:55:21","2024-12-06 16:01:34","2024-12-06 15:55:21","2024-12-06 16:01:34","00:06:13","暮らし","心も体もあったまる・古き良きレトロ銭湯めぐり・東京江東区「深川温泉常盤湯」","2024-12-06 15:55:55","2024-12-06 15:55:55","2024/12/06 16:02:47","2024/12/06 16:56:08","0"
"533699","4311952","1684","店舗","レジャー","温泉・公共浴場","銭湯","","","大盛湯","タイセイユ","関東","1420043","東京都","品川区","二葉","2","4","4","","0337888477","","http://taiseiyu.blog102.fc2.com/","35.604817","139.726196","15:00～23:00","金曜日","「入浴料」（大人550円／中学生450円／小学生200円）","","","","","佐藤あかり","","","","","銭湯です。","レトロ銭湯を特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/maps?p=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA%E4%BA%8C%E8%91%892-4-4&lat=35.60481671219176&lon=139.72615430026332&ei=utf-8&datum=wgs&lnm=%E5%A4%A7%E7%9B%9B%E6%B9%AF&idx=33&v=2&sc=3","","","","33528716","0430","TX","2024-12-06 15:40:00","2024-12-06 16:54:00","2024-12-06 15:40:00","2024-12-06 16:54:00","よじごじＤａｙｓ","情報/ワイドショー B","465254132","2024-12-06 16:01:34","2024-12-06 16:07:14","2024-12-06 16:01:34","2024-12-06 16:07:14","00:05:40","暮らし","心も体もあったまる・古き良きレトロ銭湯めぐり・東京品川区「大盛湯」","2024-12-06 16:02:22","2024-12-06 16:02:22","2024/12/06 16:10:02","2024/12/06 16:56:08","0"
"1374127","4311959","1684","店舗","レジャー","温泉・公共浴場","銭湯","","","タカラ湯","タカラユ","関東","1200041","東京都","足立区","千住元町","","27","1","","0338812660","","http://slowtime.net/takarayu/","35.755942","139.794257","","金曜日","","","","","","深沢邦之","","","","","錦鯉と四季折々の花が楽しめる日本庭園を備えた銭湯です。","レトロ銭湯を特集した中で紹介されました。","1","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.75597&lon=139.79426&zoom=20&maptype=basic","","","","33528716","0430","TX","2024-12-06 15:40:00","2024-12-06 16:54:00","2024-12-06 15:40:00","2024-12-06 16:54:00","よじごじＤａｙｓ","情報/ワイドショー B","465254149","2024-12-06 16:07:14","2024-12-06 16:22:10","2024-12-06 16:07:14","2024-12-06 16:22:10","00:14:56","暮らし","心も体もあったまる・古き良きレトロ銭湯めぐり・東京足立区「タカラ湯」＆「炙りやあんどん」","2024-12-06 16:09:16","2024-12-06 16:09:16","2024/12/06 16:19:19","2024/12/06 16:56:09","0"
"10191745","4311969","1551","店舗","飲食店","居酒屋、バー","居酒屋","","","炙りや・あんどん","アブリヤアンドン","関東","1200034","東京都","足立区","千住","3","68","","","","","","35.751303","139.804118","","","「炭火とろ鯖」（950円）","","","","","深沢邦之","","","","","居酒屋です。","レトロ銭湯を特集した中で紹介されました。","","","","","","","","","","","","https://map.yahoo.co.jp/place?lat=35.75132&lon=139.80412&zoom=18&maptype=basic","","","","33528716","0430","TX","2024-12-06 15:40:00","2024-12-06 16:54:00","2024-12-06 15:40:00","2024-12-06 16:54:00","よじごじＤａｙｓ","情報/ワイドショー B","465254149","2024-12-06 16:07:14","2024-12-06 16:22:10","2024-12-06 16:07:14","2024-12-06 16:22:10","00:14:56","暮らし","心も体もあったまる・古き良きレトロ銭湯めぐり・東京足立区「タカラ湯」＆「炙りやあんどん」","2024-12-06 16:17:18","2024-12-06 16:17:18","2024/12/06 16:43:51","2024/12/06 16:56:11","0"
